id,name,Primary Term,Icon,Description,Sprache,Appointment Needed,Children Welcome,Volunteer,Accessible by public transport,Telephone,Email,Free entry,Entry cost,Web Address,Wheelchair Accessible,Street location,Stadt,Bundesland,Postal Code,latitude,longitude
48177,Soupmama,Healthy Dining,Gesundes Essen,"Soupmama
Blumenstraße 1, 80331 München ‎
089 23077645 ‎ · soupmama.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.134565,11.576246
52828,MilchHäusl,Healthy Dining,"Gesundes Essen, Organische/regionale Kost","Kontaktdaten:
MilchHäusl
Königinstraße 6
80539 München
http://www.milchhaeusl.de/
info@milchhaeusl.de
Fon: +49(0)89 517297180
Fax: +49(0)89 517297199",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.149732,11.585534
52829,Muffathalle - Biergarten,Healthy Dining,"Gesundes Essen, Organische/regionale Kost","Kontaktdaten:
Biergarten Muffathalle
Zellstraße 4
81667 München
http://www.muffatwerk.de/de/pages/biergarten
+49 (89) 458 750 10",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.132814,11.589155
52831,Asam Schlössl,Healthy Dining,"Gesundes Essen, Organische/regionale Kost","Kontaktdaten:
Asam Schlössl
Maria-Einsiedel-Str. 45
81379 München
http://www.asamschloessl.de/
bn@asamschloesl.de
Tel.: 089 723 63 73",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.095244,11.542414
52832,Alter Wirt,Healthy Dining,Gesundes Essen,"Kontaktdaten:
Alter Wirt GmbH
Marktplatz 1
82031 Grünwald
www.alterwirt.de
info@alterwirt.de
Tel. 089-64 19 34 0
Fax 089-64 19 34 99",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.040232,11.523049
52833,Kinglwirt,Healthy Dining,Gesundes Essen,"Kontaktdaten:
Klinglwirt
Balanstraße 16
81669 München
http://www.klinglwirt.de/
post@klinglwirt.de
Tel. 089-85676199
Fax. 089-85676200",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.102910,11.605972
52834,L'Amar,Healthy Dining,Gesundes Essen,"Kontaktdaten:
L'Amar
Pestalozzistr. 28
80469 München
http://cafelamar.de/
info@cafelamar.de
Tel.: 089 54892327
Fax.: 089 54892328",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.130295,11.567228
52835,Tushita Teehaus,Healthy Dining,Gesundes Essen,"Kontaktdaten:
Tushita Teehaus
Klenzestraße 53
80469 München
http://tushita.eu/
kontakt@tushita.eu
Tel.:  +49-(0) 89–189 755 94",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.129726,11.572994
47569,Schlosspark Nymphenburg,Historical Feature,Historisches Merkmal,Castle of Nymphenburg.,,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.157599,11.493773
50833,oekom verlag GmbH,Independent/Eco-Media,"Grünes Unternehmen, Unabhängige Öko-Medien","Kontaktdaten:
oekom verlag GmbH
Waltherstraße 29
80337 München
http://www.oekom.de/
Tel.:   +49/(0)89/54 41 84 0
Fax.: +49/(0)89/54 41 84 49",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.128725,11.559044
50835,Radio LORA,Independent/Eco-Media,Unabhängige Öko-Medien,"Kontaktdaten:
LORA Programm-Anbieter Gesellschaft mbH
Gravelottestr. 6
81667 München 
http://lora924.de/
buero@lora924.de
Tel.: +49 (0)89-489 523 04
Fax: +49 (0)89-480 28 52",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.127658,11.600570
51275,FairOil Energie der Neuzeit,Independent/Eco-Media,Unabhängige Öko-Medien,"Kontaktdaten:
FairOil Energie der Neuzeit
Leonie Horn
Maria-Probst-Str. 3
80939 München
http://www.fairoil.org
info@kreditblog.info",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.192748,11.584740
51878,DENK-doch-MAL.de,Independent/Eco-Media,Unabhängige Öko-Medien,"Kontaktdaten:
DENK-doch-MAL.de
Online-Magazin für Arbeit-Bildung-Gesellschaft
Ansprechpartner: Detlef Wetzel
c/o DGB Region München
Schwanthalerstr. 64
80336 München
http://denk-doch-mal.de/
muenchen@dgb.de
Tel: +49 (89) 51700 – 102
Fax: +49 (89) 51700 – 111",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.137617,11.554632
52611,"Radio Feierwerk 92,4",Independent/Eco-Media,Unabhängige Öko-Medien,"Kontaktdaten:
Radio Feierwerk 92,4
Hansastr. 39 - 41
81373 München
http://feierwerk.de/radio.html
radio@feierwerk.de 
Tel. 089 - 72 488 488",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.129041,11.534100
51276,"Netzwerk blühende Landschaft, Garching",Insect Watching Site,Beobachtung von Insekten,"Kontaktdaten:
Netzwerk blühendes Garching
Ansprechpartner: Dr. Aly Hassanein
Max-Born-Weg 25
85748 Garching
http://www.bluehende-landschaft.de
Gibiene@yahoo.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.253780,11.649408
51334,Stadtimker,Insect Watching Site,Beobachtung von Insekten,"Kontaktdaten:
Stadtimker
Ronny Andrä
Steinerstraße 4a
81369 München
http://stadtimker.de/
info@stadtimker.de
Tel.: +49 (0) 89 379 50984",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.103982,11.539915
51335,München summt!,Insect Watching Site,Beobachtung von Insekten,"Kontaktdaten:
Initiative München summt
Träger: Umweltforum UfAZ e.V.
Ralf Armbrecht
Westendstraße 87
80339 München
http://www.muenchen.deutschland-summt.de/
info@muenchen-summt.de
Tel.: +49 (0)89 411 386 79",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.138324,11.548841
51629,Netzwerk Blühende Landschaft - Naturgarten e.V.,Insect Watching Site,Beobachtung von Insekten,"Kontaktdaten:
Netzwerk Blühende Landschaft - Naturgarten e.V.
Regionalgruppen Haar
Koordination: Barbara Stark
Gronsdorfer Straße 1
85540 Haar
www.bluehende-landschaft.de/haar
stark@bluehende-landschaft.de
Tel: 089 – 21757538",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.110304,11.724343
47563,Flaucher,Lively Spot,"Park/Erholungsgebiet, Park in Gewässernähe, Öffentlicher Platz, Natürlicher Pfad, Kultureller Treffpunkt","Schöner Grillplatz im Sommer. Dort findet man alle Münchnerinnen und Münchner unter 25 beim gemütlichen Beisamensein und Grillen oder am Lagerfeuer. Zur Sicherheit reiten auch immer ein paar Polizisten auf hübschen Pferden vorbei.
Nice place to grill and chill in warm summer nights. You'll find every person under 25 here for a nice hanging out, a good beer and bonfire. If you're lucky you'll catch some of the policemen on horses, making sure everyone is alright.",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Not accessible,,,,,48.104000,11.555350
48720,Truderinger Trachtenverein,Local Business,Regionaler Betrieb,"A scheens Gwand!
Der Truderinger Trachtenverein (z. Zt. ca. 100 Mitglieder) hat sich zur Aufgabe gemacht Tradition und die original Truderinger Tracht am Leben zu erhalten.Unsere monatlichen Vereinssitzungen finden in einer öffentlichen Gaststätte statt. (Zum Goldenen Stern). 
Kontakt über 
1. Vorstand Günter Otrebski
Max-Rothschild-Str. 8
81825 München
http://www.truderinger-trachtenverein.de/ 
webmaster@truderinger-trachtenverein.de
Tel: +49 (0)89 / 45 45 61 68",,Termin nötig,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.127150,11.697121
51769,ReWiG eG,Local Business,"Grünes Unternehmen, Regionaler Betrieb","Die ReWiG München eG bietet Möglichkeiten, eine andere Art des Wirtschaftens in die Praxis umzusetzen. 
Sie dient der Vernetzung von Unternehmen und Bürgern:
- über direktes Kennenlernen und Austausch,
- über Investitionen
- über eine komplementären, zinsfreien Währung mit der eingekauft werden kann.
Einbringen kann man sich
- als stimmberechtigtes Genossenschaftsmitglied
- als InvestorIn: Genussrechte zeichnen
- als MarktplatzteilnehmerIn: Realo-Konto eröffnen und Handel treiben, private Nachbarschaftshilfe oder geschäftlich
- als aktive MitarbeiterIn mit tatkräftiger Unterstützung
Kontaktdaten:
ReWiG - Regionale Wirtschaftsgemeinschaft
Streitfeldstraße 33
81673 München
http://rewig-muenchen.de/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.131547,11.622076
53326,Grauschattierung,Local Business,"Regionaler Betrieb, Sozialverantwortliches Unternehmen",.,,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,089/ 38 534 534,ms@grauschattierung.de ,Freier Eintritt,,http://www.grauschattierung.de/,Not accessible,,,,,48.108950,11.530956
50981,Pädagogische Aktion/ Kinder- und Jugendmuseum München e.V,Museum,Museum,"Kontaktdaten:
Pädagogische Aktion/ Kinder- und Jugendmuseum München e.V.
Arnulfstr. 3
80335 München
www.kindermuseum-muenchen.de
info@kindermuseum-muenchen.de
Tel.: +49 (0)89/ 54 04 644 - 0
Fax: +49 (0)89/ 54 04 644 - 18",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.141528,11.557317
52619,Waldgärtner,Native Forests/Plants,"Heimische Wälder/Pflanzen, Garten","Kontaktdaten:
Waldgärtner
Siggi Fuchs
Schrenkstr. 9
80339 München 
http://www.waldgaertner.de/
info@waldgaertner.de
Tel: + 49 (0) 89 / 51099831",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.138643,11.542146
52620,Waldgärtner,Native Forests/Plants,"Heimische Wälder/Pflanzen, Garten","Kontaktdaten:
Waldgärtner
Siggi Fuchs
Schrenkstr. 9
80339 München 
http://www.waldgaertner.de/
info@waldgaertner.de
Tel: + 49 (0) 89 / 51099831",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.138643,11.542146
48360,Fritz Mühlenbäckerei GmbH,Organic/Local Food,Organische/regionale Kost,"FRITZ steht für:
...wertvolle Bio-Qualität!
FRITZ ist Münchens Bio-Bäcker seit 1987 und es wird seit der ersten Stunde konsequent 100 % Bio-Qualitätfür Sie gebacken!
...genussvolle Backwaren!
Für alle Sinne! Das saftige FRITZ-Aroma und die langanhaltende Verzehrfrische lohnen – sogar auch bei glutenfreien Broten! Der vollständige Verzicht auf Backmittel und Zusatzstoffe ist ein echter Beitrag für Gesundheit, Bekömmlichkeit und das aromatische Geschmackserlebnis!
...nachhaltiges Handeln!
Es wird mit erneuerbaren (regenerativen) Energien gebacken – zertifiziert durch das „SOLAR-Brot“ Markenzeichen! FRITZ bezieht als Bio-Pionier, damals und bis heute, ALLE Rohstoffe aus ökologischer Landwirtschaft.
FRITZ deklariert seit 25 Jahren alle Zutaten!
Unsere Backwaren erhalten Sie:
Im Backstubenverkauf
Filiale München
Rablstr. 38
81669 München
Filiale Aying
Münchener Str. 28
85653 Aying / München
Oder in über 70 Naturkost-Fachgeschäften in und um München
www.fritz-muehlenbaeckerei.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,47.970625,11.773338
51617,Hofpfisterei,Organic/Local Food,Organische/regionale Kost,"Kontaktdaten:
Hofpfisterei GmbH
Kreittmayrstraße 5
80335 München
http://www.hofpfisterei.de/
info@hofpfisterei.de 
Tel.: 089 / 5202-0
Fax 089 / 5202-207",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.150666,11.556534
51618,München lebt bio,Organic/Local Food,Organische/regionale Kost,"Kontaktdaten:
München lebt bio
wird herausgegeben von:
porta.vi
online.business GmbH
Linprunstraße 44
80335 München
http://www.muenchen-lebt-bio.de/
info(at)portavi.de
Tel: 089 . 45 23 98 816
Fax: 089 . 45 23 98 815",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.150830,11.551985
51771,ClimatePartner Deutschland GmbH,Paper Reduction Site,Papiereinsparung,"Kontaktdaten:
ClimatePartner Deutschland GmbH
Ainmillerstr. 22
80801 München
http://www.climatepartner.com/
germany@climatepartner.com
Tel.: +49 89 1222 875-0
Fax: +49 89 1222 875-29",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158915,11.580834
51772,ClimatePartner Deutschland GmbH,Paper Reduction Site,Papiereinsparung,"Kontaktdaten:
ClimatePartner Deutschland GmbH
Ainmillerstr. 22
80801 München
http://www.climatepartner.com/
germany@climatepartner.com
Tel.: +49 89 1222 875-0
Fax: +49 89 1222 875-29",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158915,11.580834
51471,P+R Park & Ride,Park 'N Ride Facility,"Alternativer Kraftstoff, Park 'N Ride","Kontaktdaten:
P+R Park & Ride GmbH München
Garmischer Straße 19
81373 München
http://www.parkundride.de/
info@parkundride.de
Tel. 089/ 32 46 47 48
Fax: 089/ 32 46 47 20",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.131351,11.531326
51461,Netzwerk Slowmotion,Pedestrian Friendly,Fußgängerfreundlich,"Kontaktdaten:
Netzwerk Slowmotion
bei Green City e.V.
Goethestr. 34
80336 München
http://www.netzwerk-slowmotion.org/
andreas.schuster@greencity.de
089 / 890 668 – 33",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.135771,11.558435
51462,Fuss e.V.,Pedestrian Friendly,Fußgängerfreundlich,"Kontaktdaten:
Fuss e.V.
Fachverband Fußverkehr Deutschland
Ansprechpartner für Bayern
Paul Bickelbacher
Thalkirchner Straße 73
80337 München
http://www.fuss-ev.de/
paul.bickelbacher@fuss-ev.de
Tel.: 089 / 76 70 26 13
Fax: 089 / 76 70 26 09",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.120898,11.556909
51463,VCD Verkehrsclub Deutschland,Pedestrian Friendly,Fußgängerfreundlich,"Kontaktdaten:
VCD Verkehrsclub Deutschland
Kreisverband München München
Breisacherstraße 12
81667 München
http://vcd-m.org/
kontakt@vcd-m.org
Tel.: (089) 20 11 898
Fax: (089) 20 15 313",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.130260,11.604003
47568,Hirschgarten,Protected/Cultivated Habitat,"Park/Erholungsgebiet, Wald/Naturpark, Heimische Wälder/Pflanzen, Organische/regionale Kost, Naturschutzgebiet, Beobachtung von Vögeln & Wildtieren","Mit einer Mischung aus Erholungsfläche und Gastronomie ist der Hirschgarten heute eines der bekanntesten und beliebtesten Ausflugsziele für ganz München und Besucher aus aller Welt. Auch heute noch stillt man hier seinen Durst mit dem hochgeschätzten, weltberühmten „Augustiner"". Nebenbei kann man auch Hirsche und Rehe beobachten.
A park with a famous ""Biergarten"" where you can enjoy some of the traditional Bavarian beers; Augustiner, Franziskaner and others while watching deer.",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.148014,11.510675
51464,Aktion Münchner Fahrgäste,Public/Mass Transportation,Öffentliche Verkehrsmittel,"Kontaktdaten:
Aktion Münchner Fahrgäste
Freischützstraße 110
81927 München
http://www.fahrgaeste.de/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.171567,11.644092
52622,Straßenbahnfreunde München e.V.,Public/Mass Transportation,Öffentliche Verkehrsmittel,"Kontaktdaten:
Straßenbahnfreunde München e.V.
Ständlerstraße 020
81549 München
Postfach 15 21 23
http://www.strassenbahnfreunde.de/
Info@strassenbahnfreunde.de 
Telefon  0173 35 88 367
Fax (089) 63 49 67 85",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.102889,11.601412
48913,World of Eve,Recycling,"Sozialverantwortliches Unternehmen, Wiederverwertung, Recycling","Kontaktdaten:
World of Eve
Türkenstrasse 54, Innenhof
80799 München
http://www.world-of-eve.com/
info@world-of-eve.com
Tel.: +49 (0)89 272 75 630
Fax: +49 (0)89 272 75 632",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.149853,11.575127
51770,Botanikum GmbH & Co KG,Rental/Share,Vermietung/Teilen,"Kontaktdaten:
Botanikum GmbH & Co KG
Feldmochinger Straße 75-79
D-80993 München
http://www.botanikum.de/
bunzel@artfield.de
Tel. +49-(0)89-1411715
Fax +49-(0)89-1493672",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.188507,11.521407
52604,Impact Hub Munich,Rental/Share,Vermietung/Teilen,"Kontaktdaten:
Impact Hub Munich
Gotzinger Straße 8
81371 München
http://munich.impacthub.net/
munich@impacthub.net
Tel.: 0157 575 69 790",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.121152,11.550016
47670,HUIJ Selbermachwerkstatt,Repair Shop,"Flohmarkt, Reparaturwerkstatt","Kontaktdaten: 
Huij
Westendstr. 49
80339 München
www.huij.org
hallo@huij.org
Tel.: 089-21 89 08 75",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.138335,11.544775
47671,Haus der Eigenarbeit,Repair Shop,"Sozialverantwortliches Unternehmen, Wiederverwertung, Recycling, Reparaturwerkstatt",email,,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.129073,11.602639
47672,FabLab,Repair Shop,"Wiederverwertung, Recycling, Vermietung/Teilen, Reparaturwerkstatt",http://www.fablab-muenchen.de/,,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.136602,11.532819
47673,Reparaturladen im Nachbarschaftstreff am Isareck,Repair Shop,"Wiederverwertung, Reparaturwerkstatt","-
 Isareckstraße 46
81673 München, Deutschland ‎",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Not accessible,,,,,48.128369,11.616801
47674,Weisser Rabe Reparaturen und Recycling,Repair Shop,"Wiederverwertung, Recycling, Reparaturwerkstatt","Schwanthalerstraße 73
80336 München, Deutschland ‎ 
http://www.weisser-rabe.de/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Not accessible,,,,,48.137705,11.555350
47675,Werkbox 3,Repair Shop,"Wiederverwertung, Recycling, Vermietung/Teilen, Reparaturwerkstatt","Grafinger Straße 6
81671 München, Deutschland ‎",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.124884,11.608776
47678,GLS Bank Filiale,Responsible Company,"Grünes Unternehmen, Sozialverantwortliches Unternehmen","Kontaktdaten:
GLS Bank Filiale München
Bruderstraße 5
Lehel-München
80538 München
https://www.gls.de
kundendialog@gls.de
Tel.: +49 234 5797 100",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.142176,11.585715
47965,Beatrice Voigt Kunst- und Kulturprojekte,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
Beatrice Voigt
Kunst- und Kulturprojekte
Franz-Joseph-Str. 21
D-80801 München
www.kunst-der-innovation.de
info@kunst-der-innovation.de
Tel.: +49-89-34 00 10
Fax +49-89-34 00 17",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.157621,11.580910
47966,Europäische Metropolregion München,Responsible Company,"Grünes Unternehmen, Sozialverantwortliches Unternehmen","Europäische Metropolregion München e.V. Im Europäische Metropolregion München (EMM) e.V. arbeiten Landkreise und Städte mit Unternehmen, Verbänden und weiteren Institutionen zur Stärkung der Region zusammen.
Eines der sechs Arbeitsfelder des Vereins ist  die Mobilität, die Verbesserung der inneren und äußere Erreichbarkeit der Region. Ziel ist es, Verkehrsangebote zu optimieren und neue Verkehrskonzepte zu entwickeln. Aktuell (2014) wird insbesondere an einer verstärkten Kooperation der Verkehrsverbünde und -Unternehmen der Metropolregion gearbeitet. 
Kontaktdaten:
Europäische Metropolregion München e.V.
Kardinal-Döpfner-Str. 8
80333 München
www.metropolregion-muenchen.eu  
info@metropolregion-muenchen.eu
Tel.: +49 (0)89-452 056 0-10
Fax: +49 (0)89-452 056 0-20",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.145287,11.577491
48719,Sparda-Bank München eG,Responsible Company,Sozialverantwortliches Unternehmen,"Die Sparda-Bank München eG, 1930 gegründet, ist heute die größte Genossenschaftsbank in Bayern mit über 250.000 Mitgliedern, 46 Geschäftsstellen und 18 SB-Centern in Oberbayern. Die Bilanzsumme der Bank betrug per Ende 2013 rund 5,9 Milliarden Euro. Bei der Sparda-Bank München sind aktuell über 700 Mitarbeiter beschäftigt. Bereits zum achten Mal in Folge wurde die Genossenschaftsbank vom Institut „Great Place to Work“ als einer der besten Arbeitgeber in Deutschland prämiert.
Seit 2011 unterstützt die Sparda-Bank München als Pionierunternehmen die Initiative der Gemeinwohl-Ökonomie. Im April 2013 legte die Bank bereits ihre zweite Gemeinwohl-Bilanz vor. Der finanzielle Aspekt rückt dabei in den Hintergrund, im Mittelpunkt steht das Engagement für das Wohl der Gesellschaft.
Weitere Informationen:
www.sparda-m.de
www.sparda-m.de/gesellschaftliche-verantwortung.php
www.sparda-m.de/gemeinwohl-oekonomie.php",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.144084,11.545308
52843,Additiv e.K.,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
additiv e.K.
Westendstrasse 18
82110 Germering
http://www.pharmatrainings.de/
Tel.: +49 89 552 609 75
Fax: +49 89 552 609 77",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.117567,11.356207
52844,Alexa Zierl - know how transfer,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
Dr.-Ing. Alexa Zierl
Oskar-von-Miller-Straße 14
82256 Fürstenfeldbruck
http://www.alexa-zierl.de/
mail@alexa-zierl.de
Tel.: 08141 225180",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.172854,11.255128
52845,Architekturbüro Schuh,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
Architekturbüro Schuh
Theresienstr. 66
80333 München 
http://www.architektur-schuh.de/
info@architektur-schuh.de 
Fon: (089) 2000 15 27 0
Fax:	(089) 2000 15 27 9",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.148960,11.572353
52846,Architekturbüro Schuh,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
Architekturbüro Schuh
Theresienstr. 66
80333 München 
http://www.architektur-schuh.de/
info@architektur-schuh.de 
Fon: (089) 2000 15 27 0
Fax:	(089) 2000 15 27 9",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.148960,11.572353
52847,brave flower,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
brave flower
c/o Combinat 56
Adams-Lehmann-Str. 56
80797 München 
http://www.brave-flower.com/
service@brave-flower.com 
Tel.:: + 49 (0) 89 96 29 28 82
Fax: + 49 (0) 89 46 13 316 99",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.163495,11.558046
52848,BSH Bosch und Siemens Hausgeräte GMBH,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
BSH Bosch und Siemens Hausgeräte GMBH
Carl-Wery-Straße 34
81739 München
http://www.bsh-group.de/
corporate.communications@bshg.com 
Tel.: +49 89 459001
Fax.: +49 89 45902347",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.088414,11.643534
52849,Color-Offset GmbH,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
Color-Offset GmbH
Geretsrieder Straße 10
D-81379 München
http://www.color-gruppe.de/
info@_clearGif_color-gruppe.de
Tel.: 089/78041-0
Fax.: 089/78041-200",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.100467,11.534228
52856,EBV Elektronik GmbH & Co. KG,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
EBV Elektronik GmbH & Co. KG
Im Technologiepark 2-8
85586 Poing
www.ebv.com
Phone: +49 8121 774-0
Fax: +49 8121 774-422",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.172110,11.801580
52857,Econ Referenten-Agentur,Responsible Company,Sozialverantwortliches Unternehmen,"Kontaktdaten:
Econ Referenten-Agentur
Gabelsbergerstr. 36
80333 München
http://www.econ-referenten.de/
info@econ-referenten.de
Fon +49.89.547 26 19 0
Fax +49.89.547 26 19 20",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.149343,11.563810
